-19.00000954,-130.0499878,,,,,,,,,,,,,,,
-18.99987984,-130.0499878,,,,,,,,,,,,,,,
-18.99821091,-130.0500488,,,,,,,,,,,,,,,
-18.99674416,-130.0501099,,,,,,,,,,,,,,,
-18.99345398,-130.0503235,,,,,,,,,,,,,,,
-18.98939133,-130.0505371,,,,,,,,,,,,,,,
-18.98634529,-130.050705,,,,,,,,,,,,,,,
-18.9820118,-130.0509491,,,,,,,,,,,,,,,
-18.97323418,-130.0514832,,,,,,,,,,,,,,,
-18.96749496,-130.0518341,,,,,,,,,,,,,,,
-18.96105385,-130.0522308,,,,,,,,,,,,,,,
-18.94713974,-130.0531006,,,,,,,,,,,,,,,
-18.94063568,-130.0535278,,,,,,,,,,,,,,,
-18.93066406,-130.054245,,,,,,,,,,,,,,,
-18.91371727,-130.0555725,,,,,,,,,,,,,,,
-18.90614891,-130.0562286,,,,,,,,,,,,,,,
-18.88572502,-130.0579987,,,,,,,,,,,,,,,
-18.86981964,-130.059433,,,,,,,,,,,,,,,
-18.86167336,-130.0601959,,,,,,,,,,,,,,,
-18.84300423,-130.0619659,,,,,,,,,,,,,,,
-18.81990433,-130.0641632,,,,,,,,,,,,,,,
-18.80225754,-130.0658875,,,,,,,,,,,,,,,
-18.78692245,-130.0673676,,,,,,,,,,,,,,,
-18.75788116,-130.069931,,,,,,,,,,,,,,,
-18.74234962,-130.071167,,,,,,,,,,,,,,,
-18.72066498,-130.0726929,,,,,,,,,,,,,,,
-18.68437958,-130.0747681,,,,,,,,,,,,,,,
-18.67163658,-130.0753326,,,,,,,,,,,,,,,
-18.64610481,-130.0763397,,,,,,,,,,,,,,,
-18.60164261,-130.0778809,,,,,,,,,,,,,,,
-18.58722496,-130.0783844,,,,,,,,,,,,,,,
-18.5626297,-130.0792389,,,,,,,,,,,,,,,
-18.51914597,-130.0807953,,,,,,,,,,,,,,,
-18.50043488,-130.0814667,,,,,,,,,,,,,,,
-18.47141838,-130.0825195,,,,,,,,,,,,,,,
-18.4220829,-130.0842896,,,,,,,,,,,,,,,
-18.40387917,-130.0849609,,,,,,,,,,,,,,,
-18.36479568,-130.0863953,,,,,,,,,,,,,,,
-18.31354904,-130.0882721,,,,,,,,,,,,,,,
-18.29426193,-130.088974,,,,,,,,,,,,,,,
-18.2416153,-130.0909119,,,,,,,,,,,,,,,
-18.20181274,-130.0923615,,,,,,,,,,,,,,,
-18.17818069,-130.0932159,,,,,,,,,,,,,,,
-18.13506508,-130.0947876,,,,,,,,,,,,,,,
-18.10879898,-130.0957336,,,,,,,,,,,,,,,
-18.06736374,-130.0972443,,,,,,,,,,,,,,,
-18.02658463,-130.0987244,,,,,,,,,,,,,,,
-17.96763992,-130.1008606,,,,,,,,,,,,,,,
-17.93642235,-130.102005,,,,,,,,,,,,,,,
-17.89888191,-130.1033478,,,,,,,,,,,,,,,
-17.83634377,-130.1055908,,,,,,,,,,,,,,,
-17.80928993,-130.1065674,,,,,,,,,,,,,,,
-17.76220703,-130.1082611,,,,,,,,,,,,,,,
-17.6926651,-130.1107483,,,,,,,,,,,,,,,
-17.66407585,-130.1117706,,,,,,,,,,,,,,,
-17.61973572,-130.1134186,,,,,,,,,,,,,,,
-17.55087662,-130.116333,,,,,,,,,,,,,,,
-17.50065231,-130.1187286,,,,,,,,,,,,,,,
-17.46716118,-130.1203918,,,,,,,,,,,,,,,
-17.40141487,-130.1238098,,,,,,,,,,,,,,,
-17.36810303,-130.1255798,,,,,,,,,,,,,,,
-17.30791664,-130.128891,,,,,,,,,,,,,,,
-17.24535751,-130.1324158,,,,,,,,,,,,,,,
-17.20991135,-130.1344604,,,,,,,,,,,,,,,
-17.15403366,-130.1377411,,,,,,,,,,,,,,,
-17.06843758,-130.1429291,,,,,,,,,,,,,,,
-16.93083763,-130.1517029,,,,,,,,,,,,,,,
-16.89923096,-130.1538391,,,,,,,,,,,,,,,
-16.82925224,-130.1587982,,,,,,,,,,,,,,,
-16.79750633,-130.1612396,,,,,,,,,,,,,,,
-16.75002861,-130.1650543,,,,,,,,,,,,,,,
-16.72074509,-130.167511,,,,,,,,,,,,,,,
-16.6807766,-130.1709442,,,,,,,,,,,,,,,
-16.59734917,-130.1784515,,,,,,,,,,,,,,,
-16.55241394,-130.1826477,,,,,,,,,,,,,,,
-16.5007,-130.1876373,,,,,,,,,,,,,,,
-16.43968773,-130.1937103,,,,,,,,,,,,,,,
-16.34617233,-130.2033997,,,,,,,,,,,,,,,
-16.28552246,-130.2100372,,,,,,,,,,,,,,,
-16.19149971,-130.2211456,,,,,,,,,,,,,,,
-16.15591812,-130.2256165,,,,,,,,,,,,,,,
-16.11886787,-130.230423,,,,,,,,,,,,,,,
-15.99106789,-130.2480011,,,,,,,,,,,,,,,
-15.94758415,-130.2542267,,,,,,,,,,,,,,,
-15.9137888,-130.2590637,,,,,,,,,,,,,,,
-15.83651829,-130.2699585,,,,,,,,,,,,,,,
-15.80168819,-130.2747192,,,,,,,,,,,,,,,
-15.72891521,-130.2843475,,,,,,,,,,,,,,,
-15.66507626,-130.2925873,,,,,,,,,,,,,,,
-15.57496071,-130.3040619,,,,,,,,,,,,,,,
-15.53411388,-130.3092804,,,,,,,,,,,,,,,
-15.42830181,-130.3228302,,,,,,,,,,,,,,,
-15.393857,-130.3272552,,,,,,,,,,,,,,,
-15.32225513,-130.3365326,,,,,,,,,,,,,,,
-15.25154305,-130.3457336,,,,,,,,,,,,,,,
-15.15812969,-130.3579559,,,,,,,,,,,,,,,
-15.09304905,-130.3665161,,,,,,,,,,,,,,,
-15.01898289,-130.376297,,,,,,,,,,,,,,,
-14.9592762,-130.384201,,,,,,,,,,,,,,,
-14.90472984,-130.3914337,,,,,,,,,,,,,,,
-14.79577732,-130.4059143,,,,,,,,,,,,,,,
-14.75350571,-130.4115448,,,,,,,,,,,,,,,
-14.6742754,-130.4221039,,,,,,,,,,,,,,,
-14.59580517,-130.4325562,,,,,,,,,,,,,,,
