-49.0,-0.5,0
-43.5,-0.5,0
-38.2067235579396,-0.8163997200642075,0
-32.517937722417585,-1.3889310703991669,0
-26.960155,-2.177397,0
-21.445698217895867,-2.6016780208724497,0
-18.306000797171993,-3.612405929742965,0
-12.407709787872024,-5.647587256395376,0
-7.92556446053916,-7.319827934894301,0
-3.376918995133915,-8.016179458572935,0
0.7861207614872483,-7.031959527335438,0
3.6395356799313903,-4.098238229824647,0
4.5,0.093922,0
4.517009663272814,5.778290532111479,0
4.537822876472934,11.131108181594591,0
4.044279915889988,16.355343170394562,0
3.8201141002072583,22.369402459878792,0
3.860624851108348,25.188184374440333,0
6.690210606382359,26.499880614288667,0
12.166245,29.5,0
17.06679891160188,32.15811779067849,0
20.362739744557228,34.92094259029402,0
21.500020622625602,39.090190442511535,0
23.410785825475415,44.64992812359518,0
21.67094982136073,49.992601637966914,0
17.78115331347917,54.41279718557026,0
12.517497547900344,55.28729274067797,0
7.278674656072264,53.52937977949808,0
2.4084934072129744,50.66040818060885,0
-2.427351115736144,47.66168185467695,0
-7.280968951266942,46.11399809021116,0
-12.784778630582778,46.02882362282195,0
-17.630446783857725,47.86604741316846,0
-20.28669347065292,52.25410000989521,0
-21.92312838083752,57.56617397256014,0
-24.28562335629444,62.41844457492589,0
-29.1466921385937,64.4823402344649,0
-34.0794185070544,62.88458150168697,0
-38.44183811356241,59.46120147733892,0
-42.501188146085795,56.37871038460587,0
-47.48344896345695,56.85340284208862,0
-50.75498417641837,60.59085287665794,0
-52.465806350105595,65.82957151435562,0
-55.19500081287425,70.41564779812383,0
-60.5335217111086,71.44990641801652,0
-64.8458064824966,68.25427786308137,0
-68.29188992772403,63.87082404020014,0
-71.86052826545088,60.672896907955476,0
-76.21624714424132,62.82498413294976,0
-81.13741207940879,65.82558086141377,0
-80.64169817153936,65.44814666438262,0
-86.36491741675565,65.14616040019487,0
-91.6625776211002,63.249715331282815,0
-95.62226121890129,59.33796935930016,0
-97.8957495636071,54.36341615520565,0
-100.37518308320229,48.869191652356626,0
-102.21892256262659,44.367251692559854,0
-104.41502058044546,40.14073399026066,0
-107.60212318738574,38.397835049585005,0
-112.9536282333065,37.20319834855052,0
-118.452988,36.0,0
-124.0,34.5,0
-129.2961091864984,31.587074842977774,0
-125.970795,27.5,0
-120.449997,26.5,0
-114.949997,26.5,0
-109.449997,26.6,0
-103.949997,27.2,0
-98.448196,27.8,0
-92.948196,28.4,0
-87.448196,29.0,0
-81.948196,29.0,0
-76.448196,29.0,0
-70.948196,29.0,0
-65.44313497345978,29.03047119066787,0
-59.44328597331032,29.072271169765934,0
-53.94663295659285,29.110541362231587,0
-49.685352739506804,30.149972284210104,0
-46.60154050851366,33.197369757971245,0
-45.51578201960798,37.374492689166786,0
-46.72697059749121,41.54053882180841,0
-49.900983819781686,44.493846217145936,0
-54.21743,45.416069,0
-59.71743300000001,45.416058000024,0
-65.21743299999999,45.416035000024,0
-70.65594811977068,45.41586390364467,0
-74.33813188178148,44.19057169175402,0
-76.86605712701879,40.83741681554866,0
-77.478004,36.236668,0
-77.478004,30.736668,0
-77.478004,25.236668,0
-77.477997,19.736668,0
-77.477997,14.236669,0
-77.46420968697618,8.813353822377172,0
-75.82118264281279,5.170594375676851,0
-72.30991913538305,3.0857020334423186,0
-67.199997,3.0,0
-61.700001,3.0,0
-56.200001,3.0,0
-50.200001,3.0,0
